ID,marital,housing,loan,contact,y
20475,divorced,no,no,cellular,否
20476,married,no,no,cellular,否
20477,married,yes,yes,telephone,否
20478,married,yes,yes,unknown,否
20479,single,no,no,cellular,否
20480,single,yes,no,telephone,否
20481,married,no,yes,telephone,否
20482,single,yes,no,cellular,否
20483,married,yes,yes,unknown,否
20484,married,yes,yes,unknown,否
20485,divorced,yes,no,cellular,否
20486,married,yes,no,unknown,否
20487,married,no,no,telephone,否
20488,married,no,no,cellular,否
20489,married,no,no,cellular,否
20490,married,yes,no,cellular,否
20491,single,yes,no,cellular,否
20492,single,yes,no,cellular,否
20493,single,no,no,unknown,否
20494,married,no,no,cellular,否
20495,single,no,no,telephone,否
20496,married,yes,no,unknown,否
20497,married,yes,yes,cellular,否
20498,single,yes,no,unknown,否
20499,single,no,no,cellular,否
20500,married,no,no,unknown,否
20501,married,yes,no,telephone,否
20502,single,no,yes,cellular,否
20503,married,yes,yes,cellular,否
20504,divorced,no,no,cellular,否
20505,married,no,no,telephone,否
20506,married,yes,no,unknown,否
20507,married,yes,yes,unknown,否
20508,single,yes,no,cellular,否
20509,married,yes,no,unknown,否
20510,married,yes,no,cellular,否
20511,married,yes,no,unknown,否
20512,single,yes,no,cellular,否
20513,single,no,no,unknown,否
20514,divorced,yes,no,cellular,否
20515,divorced,yes,no,cellular,否
20516,married,no,no,cellular,否
20517,married,yes,no,cellular,否
20518,married,yes,no,unknown,否
20519,married,no,no,cellular,否
20520,married,no,no,unknown,否
20521,divorced,no,no,unknown,否
20522,single,yes,no,unknown,否
20523,married,no,no,cellular,否
20524,single,yes,no,cellular,否
20525,divorced,yes,no,cellular,否
20526,married,no,no,cellular,否
20527,married,yes,no,cellular,否
20528,single,yes,no,cellular,否
20529,married,yes,no,unknown,否
20530,single,yes,no,unknown,否
20531,married,no,no,telephone,否
20532,married,no,no,cellular,否
20533,married,yes,no,cellular,否
20534,single,no,yes,cellular,否
20535,married,no,no,cellular,否
20536,married,no,no,cellular,否
20537,married,no,yes,cellular,否
20538,married,no,no,telephone,否
20539,single,yes,no,unknown,否
20540,single,no,no,cellular,否
20541,married,no,no,cellular,否
20542,single,no,no,cellular,否
20543,married,yes,no,unknown,否
20544,single,yes,no,cellular,否
20545,single,no,yes,unknown,否
20546,married,no,no,cellular,否
20547,married,no,yes,cellular,否
20548,married,no,no,cellular,否
20549,single,yes,no,cellular,否
20550,single,no,no,cellular,否
20551,married,yes,no,unknown,否
20552,married,yes,no,cellular,否
20553,single,yes,no,unknown,否
20554,divorced,no,no,cellular,否
20555,married,no,no,cellular,否
20556,married,yes,yes,unknown,否
20557,married,no,no,unknown,否
20558,divorced,yes,no,unknown,否
20559,single,yes,no,unknown,否
20560,married,yes,no,unknown,否
20561,married,no,no,telephone,否
20562,married,no,no,cellular,否
20563,married,no,no,cellular,否
20564,married,no,no,unknown,否
20565,married,no,yes,cellular,否
20566,divorced,yes,no,cellular,否
20567,divorced,yes,no,cellular,否
20568,married,yes,yes,unknown,否
20569,married,no,no,cellular,否
20570,married,yes,no,cellular,否
20571,single,yes,no,unknown,否
20572,married,yes,no,cellular,否
20573,divorced,yes,yes,unknown,否
20574,married,yes,no,cellular,否
20575,single,yes,no,unknown,否
20576,married,yes,no,cellular,否
20577,married,no,no,cellular,否
20578,married,yes,no,cellular,否
20579,divorced,yes,no,cellular,否
20580,married,no,yes,cellular,否
20581,married,yes,yes,cellular,否
20582,single,no,no,unknown,否
20583,single,yes,no,unknown,否
20584,single,yes,no,cellular,否
20585,married,no,no,cellular,否
20586,single,yes,no,unknown,否
20587,single,yes,no,cellular,否
20588,married,yes,no,cellular,否
20589,single,yes,no,unknown,否
20590,married,no,no,cellular,否
20591,married,no,no,cellular,否
20592,single,yes,no,cellular,否
20593,married,no,no,unknown,否
20594,divorced,yes,no,unknown,否
20595,married,yes,no,unknown,否
20596,divorced,yes,no,cellular,否
20597,married,yes,no,cellular,否
20598,married,yes,no,unknown,否
20599,married,yes,no,unknown,否
20600,married,yes,yes,cellular,否
20601,single,yes,no,cellular,否
20602,married,yes,no,cellular,否
20603,married,yes,no,cellular,否
20604,married,no,no,cellular,否
20605,married,no,no,cellular,否
20606,divorced,yes,yes,cellular,否
20607,married,no,no,cellular,否
20608,single,no,yes,unknown,否
20609,married,yes,no,unknown,否
20610,single,no,yes,cellular,否
20611,married,no,yes,cellular,否
20612,married,yes,no,unknown,否
20613,married,yes,no,cellular,否
20614,single,yes,no,unknown,否
20615,married,no,no,cellular,否
20616,married,no,no,telephone,否
20617,married,yes,no,unknown,否
20618,single,yes,no,cellular,否
20619,married,no,no,cellular,否
20620,married,yes,no,cellular,否
20621,married,yes,no,unknown,否
20622,married,yes,no,cellular,否
20623,married,yes,no,unknown,否
20624,single,no,no,cellular,否
20625,single,no,no,cellular,否
20626,single,no,no,cellular,否
20627,divorced,yes,no,cellular,否
20628,single,no,no,cellular,否
20629,married,yes,no,unknown,否
20630,married,yes,yes,unknown,否
20631,married,yes,no,unknown,否
20632,married,yes,no,unknown,否
20633,single,no,no,cellular,否
20634,single,yes,no,cellular,否
20635,married,yes,no,cellular,否
20636,married,no,no,telephone,否
20637,single,no,yes,unknown,否
20638,married,yes,no,cellular,否
20639,single,yes,no,cellular,否
20640,married,yes,no,telephone,否
20641,married,no,no,cellular,否
20642,single,yes,no,cellular,否
20643,married,yes,no,unknown,否
20644,married,yes,yes,cellular,否
20645,divorced,no,no,cellular,否
20646,single,no,no,cellular,否
20647,married,yes,no,cellular,否
20648,married,yes,no,cellular,否
20649,married,yes,no,unknown,否
20650,married,yes,no,cellular,否
20651,married,yes,no,unknown,否
20652,married,yes,no,cellular,否
20653,married,no,no,cellular,否
20654,married,yes,no,unknown,否
20655,single,yes,no,cellular,否
20656,married,yes,no,cellular,否
20657,married,yes,no,unknown,否
20658,single,no,no,cellular,否
20659,single,no,no,cellular,否
20660,divorced,no,no,cellular,否
20661,divorced,yes,no,unknown,否
20662,married,yes,yes,cellular,否
20663,married,yes,no,unknown,否
20664,married,yes,no,cellular,否
20665,divorced,yes,no,unknown,否
20666,single,yes,no,unknown,否
20667,single,no,no,cellular,否
20668,divorced,no,no,cellular,否
20669,married,yes,no,cellular,否
20670,single,yes,no,unknown,否
20671,married,yes,no,cellular,否
20672,single,yes,no,cellular,否
20673,married,yes,no,unknown,否
20674,married,no,no,cellular,否
20675,divorced,no,yes,unknown,否
20676,married,no,no,cellular,否
20677,married,no,yes,cellular,否
20678,married,yes,no,unknown,否
20679,single,no,no,cellular,否
20680,married,no,no,cellular,否
20681,single,no,no,cellular,否
20682,married,no,yes,unknown,否
20683,married,no,no,cellular,否
20684,married,yes,yes,cellular,否
20685,single,yes,yes,cellular,否
20686,married,yes,no,unknown,否
20687,married,yes,no,telephone,否
20688,married,no,no,telephone,否
20689,divorced,no,yes,cellular,否
20690,divorced,yes,no,telephone,否
20691,married,yes,yes,unknown,否
20692,married,yes,no,cellular,否
20693,single,yes,yes,cellular,否
20694,married,no,no,unknown,否
20695,single,no,no,cellular,否
20696,single,yes,no,unknown,否
20697,married,yes,no,unknown,否
20698,married,yes,yes,cellular,否
20699,married,yes,no,cellular,否
20700,single,yes,no,unknown,否
20701,married,yes,no,cellular,否
20702,married,yes,no,cellular,否
20703,married,yes,no,cellular,否
20704,married,no,no,cellular,否
20705,divorced,no,no,cellular,否
20706,single,no,no,cellular,否
20707,single,yes,no,unknown,否
20708,married,no,yes,cellular,否
20709,single,yes,no,unknown,否
20710,married,no,no,cellular,否
20711,divorced,no,no,cellular,否
20712,married,yes,no,cellular,否
20713,married,yes,no,cellular,否
20714,divorced,yes,no,cellular,否
20715,married,no,no,cellular,否
20716,married,yes,yes,cellular,否
20717,single,yes,no,unknown,否
20718,married,no,no,unknown,否
20719,married,yes,no,unknown,否
20720,divorced,no,no,cellular,否
20721,single,no,no,cellular,否
20722,married,yes,no,cellular,否
20723,married,yes,no,cellular,否
20724,single,no,yes,unknown,否
20725,single,yes,no,unknown,否
20726,single,yes,no,cellular,否
20727,married,yes,no,unknown,否
20728,married,yes,yes,cellular,否
20729,married,yes,no,unknown,否
20730,single,yes,no,cellular,否
20731,single,yes,no,cellular,否
20732,married,yes,no,unknown,否
20733,married,yes,no,telephone,否
20734,married,no,no,cellular,否
20735,married,no,no,cellular,否
20736,married,no,no,cellular,否
20737,married,yes,no,cellular,否
20738,married,no,no,cellular,否
20739,single,no,no,cellular,否
20740,married,no,no,cellular,否
20741,married,no,no,cellular,否
20742,married,no,no,unknown,否
20743,single,no,no,cellular,否
20744,single,yes,no,cellular,否
20745,married,no,no,cellular,否
20746,married,no,no,unknown,否
20747,married,yes,no,telephone,否
20748,married,yes,no,cellular,否
20749,married,yes,no,unknown,否
20750,married,no,no,cellular,否
20751,married,no,no,cellular,否
20752,married,no,no,cellular,否
20753,married,no,yes,cellular,否
20754,married,yes,no,unknown,否
20755,married,yes,no,cellular,否
20756,married,yes,no,unknown,否
20757,married,yes,no,telephone,否
20758,married,yes,no,cellular,否
20759,married,no,no,cellular,否
20760,married,yes,no,cellular,否
20761,single,yes,no,cellular,否
20762,married,no,no,cellular,否
20763,single,no,yes,cellular,否
20764,married,yes,no,cellular,否
20765,married,yes,no,cellular,否
20766,single,yes,no,cellular,否
20767,divorced,yes,no,unknown,否
20768,married,no,no,unknown,否
20769,married,yes,no,telephone,否
20770,married,no,no,cellular,否
20771,divorced,yes,no,cellular,否
20772,married,no,no,cellular,否
20773,single,no,no,cellular,否
20774,divorced,yes,no,telephone,否
20775,married,yes,no,unknown,否
20776,single,no,no,cellular,否
20777,married,no,no,cellular,否
20778,married,yes,no,unknown,否
20779,married,yes,no,telephone,否
20780,single,no,no,cellular,否
20781,married,no,yes,cellular,否
20782,married,yes,no,cellular,否
20783,married,no,no,cellular,否
20784,married,yes,no,cellular,否
20785,married,no,no,cellular,否
20786,married,no,no,cellular,否
20787,married,no,yes,telephone,否
20788,divorced,yes,no,cellular,否
20789,married,yes,no,cellular,否
20790,married,no,yes,cellular,否
20791,divorced,no,yes,unknown,否
20792,married,yes,no,cellular,否
20793,married,no,no,cellular,否
20794,married,no,no,unknown,否
20795,married,yes,no,cellular,否
20796,married,yes,no,cellular,否
20797,married,no,no,cellular,否
20798,single,yes,no,cellular,否
20799,married,yes,no,unknown,否
20800,married,yes,no,cellular,否
20801,single,no,no,cellular,否
20802,married,yes,no,unknown,否
20803,married,no,no,cellular,否
20804,married,no,yes,unknown,否
20805,married,no,no,unknown,否
20806,single,no,no,cellular,否
20807,married,yes,no,cellular,否
20808,married,yes,no,unknown,否
20809,divorced,yes,no,cellular,否
20810,married,yes,no,cellular,否
20811,married,yes,yes,cellular,否
20812,married,yes,no,cellular,否
20813,divorced,no,no,unknown,否
20814,married,no,no,telephone,否
20815,married,yes,no,cellular,否
20816,married,yes,no,unknown,否
20817,married,yes,no,cellular,否
20818,married,no,no,cellular,否
20819,single,yes,no,cellular,否
20820,divorced,no,no,unknown,否
20821,married,yes,no,cellular,否
20822,divorced,no,no,cellular,否
20823,divorced,no,no,cellular,否
20824,single,yes,no,cellular,否
20825,single,no,no,unknown,否
20826,married,yes,no,cellular,否
20827,married,no,no,cellular,否
20828,single,yes,no,cellular,否
20829,single,yes,no,unknown,否
20830,married,yes,no,cellular,否
20831,married,no,yes,cellular,否
20832,divorced,yes,no,cellular,否
20833,married,yes,no,cellular,否
20834,married,no,no,cellular,否
20835,single,no,yes,cellular,否
20836,married,no,no,cellular,否
20837,married,no,no,cellular,否
20838,married,no,no,cellular,否
20839,divorced,yes,no,telephone,否
20840,divorced,yes,yes,telephone,否
20841,married,yes,no,cellular,否
20842,married,yes,no,unknown,否
20843,married,no,no,cellular,否
20844,single,yes,no,unknown,否
20845,divorced,yes,no,unknown,否
20846,married,yes,no,cellular,否
20847,married,no,no,telephone,否
20848,married,yes,no,unknown,否
20849,married,no,no,cellular,否
20850,married,yes,no,cellular,否
20851,divorced,yes,yes,cellular,否
20852,single,yes,no,unknown,否
20853,married,yes,no,cellular,否
20854,married,yes,yes,unknown,否
20855,divorced,no,yes,telephone,否
20856,married,no,no,cellular,否
20857,married,yes,no,unknown,否
20858,married,yes,yes,cellular,否
20859,single,no,no,cellular,否
20860,married,no,no,cellular,否
20861,divorced,yes,yes,cellular,否
20862,divorced,yes,no,cellular,否
20863,married,no,no,unknown,否
20864,married,no,no,cellular,否
20865,married,yes,no,unknown,否
20866,single,yes,no,cellular,否
20867,divorced,no,no,cellular,否
20868,married,yes,no,unknown,否
20869,single,yes,no,unknown,否
20870,married,yes,no,cellular,否
20871,single,yes,no,unknown,否
20872,single,yes,yes,cellular,否
20873,single,yes,no,unknown,否
20874,married,no,yes,cellular,否
20875,single,yes,no,unknown,否
20876,married,no,no,cellular,否
20877,married,yes,no,cellular,否
20878,married,no,no,unknown,否
20879,married,yes,yes,cellular,否
20880,single,yes,no,cellular,否
20881,married,yes,no,cellular,否
20882,single,yes,no,cellular,否
20883,single,no,no,cellular,否
20884,married,no,no,cellular,否
20885,divorced,no,no,cellular,否
20886,married,yes,no,cellular,否
20887,divorced,yes,no,unknown,否
20888,single,yes,no,unknown,否
20889,married,yes,yes,cellular,否
20890,married,yes,no,cellular,否
20891,single,yes,no,cellular,否
20892,single,yes,no,unknown,否
20893,married,no,no,cellular,否
20894,married,yes,no,cellular,否
20895,married,yes,no,unknown,否
20896,single,yes,no,cellular,否
20897,married,no,no,cellular,否
20898,married,yes,no,cellular,否
20899,single,no,yes,cellular,否
20900,married,no,no,cellular,否
20901,single,no,no,cellular,否
20902,single,no,no,cellular,否
20903,divorced,yes,no,cellular,否
20904,married,yes,yes,cellular,否
20905,married,yes,no,cellular,否
20906,married,yes,yes,cellular,否
20907,married,no,no,cellular,否
20908,single,yes,yes,unknown,否
20909,married,yes,no,unknown,否
20910,married,no,no,cellular,否
20911,married,yes,no,cellular,否
20912,single,yes,no,unknown,否
20913,married,yes,no,unknown,否
20914,married,no,no,cellular,否
20915,married,no,no,cellular,否
20916,married,no,no,unknown,否
20917,divorced,no,yes,cellular,否
20918,divorced,yes,no,unknown,否
20919,married,yes,no,unknown,否
20920,married,no,no,cellular,否
20921,single,no,no,telephone,否
20922,married,yes,no,cellular,否
20923,single,yes,no,cellular,否
20924,single,no,no,cellular,否
20925,married,no,no,cellular,否
20926,divorced,no,no,unknown,否
20927,married,no,no,unknown,否
20928,married,yes,no,cellular,否
20929,divorced,yes,yes,cellular,否
20930,single,yes,no,cellular,否
20931,married,yes,no,cellular,否
20932,married,no,yes,cellular,否
20933,single,no,no,cellular,否
20934,divorced,no,no,cellular,否
20935,single,no,no,cellular,否
